numac,codeinsee,ville,lumiere,intersection,atmospherique,collision,route,tues,hospitalises,leger,indemnes,gravite,latitude,longitude
441258,77453,Sivry-Courtry,1,1,1,1,2,1,0,0,2,100,48.536,2.738
441259,77128,Couilly-Pont-aux-Dames,1,1,1,3,3,1,0,0,1,100,48.893,2.855
441260,77203,Germigny-l'Eveque,1,1,2,1,3,1,0,0,1,100,48.631,2.605
441261,77377,Presles-en-Brie,5,1,1,7,3,1,0,0,0,100,48.723,2.738
441262,77470,Tournan-en-Brie,1,1,1,1,3,1,0,0,1,100,48.805,2.734
441263,77238,Jouarre,1,1,1,6,3,1,0,0,0,100,48.916,3.155
441265,77215,Gretz-Armainvilliers,3,1,1,3,2,1,0,0,1,100,48.734281,2.731862
441266,77495,Vert-Saint-Denis,1,1,1,2,1,1,0,0,1,100,48.5827,2.6375
441268,77291,Le Mesnil-Amelot,1,1,1,5,3,1,0,0,1,100,49.013672,2.602072
441269,77482,Varennes-sur-Seine,1,1,6,7,4,1,0,0,0,100,48.37578,2.92918
441270,77079,Champagne-sur-Seine,1,1,2,1,3,1,0,0,3,100,48.39681,2.79863
441271,77333,Nemours,1,2,1,6,9,1,0,0,2,100,48.26275,2.69425
441272,77465,Thoury-Ferottes,2,1,1,7,3,1,0,0,0,100,48.31,2.95
441275,77131,Coulommiers,1,9,1,6,6,1,0,0,0,100,48.807711,3.082695
441276,77450,Servon,1,1,1,3,3,1,0,0,1,100,48.709205,2.585326
441277,77186,Fontainebleau,1,1,1,7,3,1,0,0,0,100,48.378077,2.78225
441278,77350,Ozoir-la-Ferriere,3,1,1,7,3,1,0,0,1,100,48.75646,2.655494
441279,77373,Pontault-Combault,1,1,2,3,3,1,0,0,2,100,48.79878,2.60714
441280,77005,Annet-sur-Marne,1,1,1,6,4,1,0,0,0,100,48.539,2.182
441282,77145,Crisenoy,1,1,1,6,9,1,0,0,0,100,48.605,2.742
441284,77186,Fontainebleau,1,1,8,3,3,1,0,0,1,100,48.430242,2.661486
441285,77326,Nandy,1,1,8,6,4,1,0,0,0,100,48.57609,2.52537
441287,77373,Pontault-Combault,1,1,1,2,2,1,0,0,1,100,48.771432,2.626136
441288,77185,Fleury-en-Biere,2,9,1,6,1,1,0,0,0,100,48.459,2.524
441289,77464,Thorigny-sur-Marne,1,9,1,6,4,1,0,0,0,100,48.88337,2.71928
441290,77284,Meaux,1,1,8,6,2,1,0,0,1,100,48.9572,2.92755
441291,77114,Chevry-Cossigny,5,2,1,7,3,1,0,0,0,100,48.72645,2.66718
441292,77053,Brie-Comte-Robert,1,1,1,7,3,1,0,0,0,100,48.69233,2.5995
441293,77296,Moissy-Cramayel,5,1,8,6,4,1,0,0,0,100,48.61872,2.57152
441294,77377,Presles-en-Brie,2,1,1,7,3,1,0,0,0,100,48.716,2.697
441296,77445,Savigny-le-Temple,1,2,1,6,4,1,0,0,0,100,48.5817,2.58219
441297,77053,Brie-Comte-Robert,1,9,1,6,6,1,0,0,2,100,48.69443,2.61661
441298,77132,Coupvray,5,1,1,1,4,1,0,0,1,100,48.87494,2.7962
441299,77070,Chailly-en-Brie,1,1,2,3,4,1,0,0,1,100,48.808136,3.123499
441300,77166,Ecuelles,5,1,2,6,3,1,0,0,1,100,48.37078,2.82692
441301,77354,Pamfou,1,1,1,7,3,1,0,0,0,100,48.484,2.871
441303,77060,Buthiers,1,1,2,1,2,1,0,0,1,100,48.303,2.423
441305,77040,Boissise-le-Roi,3,1,1,6,3,1,0,0,1,100,48.51769,2.5778
441306,77014,Avon,2,1,2,6,3,1,0,0,1,100,48.41741,2.7271
441307,77243,Lagny-sur-Marne,5,3,1,3,4,1,0,0,1,100,48.87743,2.72314
441308,77491,Veneux-les-Sablons,1,1,9,1,4,1,0,0,1,100,48.37774,2.81359
441309,77121,Collegien,3,1,2,4,1,1,0,0,2,100,48.83607,2.665
441311,77210,La Grande-Paroisse,3,2,2,3,3,1,0,0,1,100,48.418407,2.91083
441312,77305,Montereau-Fault-Yonne,5,3,2,6,4,1,0,0,1,100,48.39711,2.95666
441313,77195,Fouju,1,1,1,6,3,1,0,0,0,100,48.591,2.744
441314,77005,Annet-sur-Marne,1,1,3,6,3,1,0,0,0,100,48.547,2.214
441315,77101,Chatenay-sur-Seine,3,1,1,1,3,1,0,0,1,100,48.418,3.08
441317,77014,Avon,1,2,2,6,4,1,0,0,1,100,48.415441,2.720193
441318,77121,Collegien,3,1,1,7,1,1,0,0,0,100,48.83237,2.66616
441319,77211,Grandpuits-Bailly-Carrois,1,9,7,3,3,1,0,0,1,100,48.589,2.945
441320,77041,Boissy-aux-Cailles,1,1,1,2,3,1,0,0,1,100,48.31,2.474
441321,77420,Saint-Mard,2,1,1,6,2,1,0,0,0,100,49.614,2.133
441322,77284,Meaux,1,1,1,6,5,1,0,0,0,100,48.95121,2.89932
441323,77384,Reau,1,1,1,6,1,1,0,0,0,100,48.59895,2.63484
441324,77057,Bussieres,2,1,1,2,3,1,0,0,1,100,48.925,3.266
441325,77264,Lumigny-Nesles-Ormeaux,1,1,1,1,3,1,0,0,4,100,48.746,2.966
441326,77143,Cregy-les-Meaux,1,1,1,7,4,1,0,0,0,100,48.97658,2.87433
441327,77305,Montereau-Fault-Yonne,1,1,1,3,9,1,0,0,1,100,48.39656,2.9565
441329,77518,Villiers-en-Biere,1,1,1,1,3,1,0,0,1,100,48.498206,2.592749
441331,77066,Cerneux,1,1,2,7,2,1,0,0,0,100,48.695,3.342
441332,77350,Ozoir-la-Ferriere,1,2,1,3,3,1,0,0,1,100,48.76764,2.67364
441333,77350,Ozoir-la-Ferriere,1,2,1,5,3,1,0,0,3,100,48.765331,2.706758
441334,77404,Sainte-Colombe,5,1,1,6,3,1,0,0,0,100,48.53043,3.25559
441335,77393,Rozay-en-Brie,3,1,1,5,2,1,0,0,4,100,48.692,2.958
441336,77517,Villevaude,1,2,1,3,3,1,0,0,1,100,48.90357,2.66817
441337,77186,Fontainebleau,3,1,1,6,3,1,0,0,0,100,48.479251,2.655376
441338,77373,Pontault-Combault,1,1,1,3,4,1,0,0,1,100,48.78065,2.60318
441339,77264,Lumigny-Nesles-Ormeaux,1,1,1,1,3,1,0,0,1,100,48.733,2.977
441341,77186,Fontainebleau,1,1,1,6,3,1,0,0,0,100,48.343244,2.773447
441342,77482,Varennes-sur-Seine,1,1,1,3,4,1,0,0,1,100,48.371966,2.928485
441343,77379,Provins,1,6,1,6,9,1,0,0,0,100,48.55481,3.30089
441344,77186,Fontainebleau,1,1,1,7,3,1,0,0,1,100,48.479079,2.672475
441345,77438,Saint-Thibault-des-Vignes,1,1,1,6,3,1,0,0,0,100,48.85951,2.671566
441346,77083,Champs-sur-Marne,3,1,1,2,2,1,0,0,4,100,48.86348,2.59237
441347,77258,Lognes,2,1,1,3,1,1,0,0,1,100,48.831218,2.639515
441348,77264,Lumigny-Nesles-Ormeaux,3,1,1,6,3,1,0,0,0,100,48.715,2.952
441349,77278,Marolles-en-Brie,3,1,3,6,3,1,0,0,0,100,48.78,3.175
441350,77294,Mitry-Mory,2,2,1,6,4,1,0,0,0,100,48.954932,2.604772
441351,77053,Brie-Comte-Robert,5,9,2,7,9,1,0,0,1,100,48.693929,2.606728
441352,77420,Saint-Mard,1,1,1,6,3,1,0,0,0,100,49.046,2.692
441353,77018,Bailly-Romainvilliers,1,1,8,1,4,1,0,0,1,100,48.84486,2.82676
441354,77378,Pringy,1,1,1,3,3,1,0,0,2,100,48.522396,2.560816
441355,77169,Emerainville,3,1,1,2,1,1,0,0,1,100,48.832979,2.59481
441356,77315,Montry,5,8,1,3,3,1,0,0,1,100,48.9,2.808
441357,77364,Le Plessis-aux-Bois,3,1,1,6,3,1,0,0,0,100,49.01,2.78
441358,77083,Champs-sur-Marne,3,1,8,6,3,1,0,0,1,100,48.86348,2.59237
441360,77320,Mouroux,1,1,1,6,3,1,0,0,0,100,48.824443,3.039624
441361,77482,Varennes-sur-Seine,1,1,2,6,4,1,0,0,0,100,48.3757,2.94498
441362,77118,Claye-Souilly,2,9,2,6,2,1,0,0,0,100,48.94413,2.66491
441363,77531,Voulx,1,1,1,6,3,1,0,0,0,100,48.265,2.97
441364,77420,Saint-Mard,3,1,1,5,2,1,0,0,2,100,49.031,2.669
441365,77005,Annet-sur-Marne,5,1,1,6,4,1,0,0,0,100,48.934,2.717
441366,77186,Fontainebleau,1,1,1,6,4,1,0,0,1,100,48.40838,2.69851
441367,77131,Coulommiers,1,3,1,3,4,1,0,0,1,100,48.81823,3.08799
441368,77186,Fontainebleau,1,1,1,6,3,1,0,0,0,100,48.390116,2.755053
441369,77333,Nemours,1,1,1,6,3,1,0,0,0,100,48.257455,2.700883
441370,77265,Luzancy,1,1,1,3,3,1,0,0,1,100,48.976,3.188
441371,77515,Villeroy,1,1,1,3,3,1,0,0,1,100,48.985,2.796
441372,77505,Villemareuil,1,1,1,6,3,1,0,0,0,100,48.923,2.984
441373,77384,Réau,3,1,1,4,3,1,0,0,0,100,48.597501,2.592098
441374,77123,Compans,3,1,1,7,3,1,0,0,0,100,48.995544,2.648859
441375,77468,Torcy,2,2,1,2,4,1,0,0,1,100,48.85152,2.63626
441376,77118,Claye-Souilly,1,1,1,6,2,1,0,0,0,100,48.94413,2.66491
441377,77448,Sept-Sorts,1,9,1,2,3,1,0,0,1,100,48.95,3.099
441378,77393,Rozay-en-Brie,1,1,1,6,2,1,0,0,0,100,48.69,2.95
441379,77358,Penchard,1,1,1,5,3,1,0,0,3,100,48.989031,2.864674
441380,77285,Le Mée-sur-Seine,2,1,1,6,4,1,0,0,0,100,48.543785,2.63166
441381,77468,Torcy,3,1,1,5,1,1,0,0,2,100,48.84681,2.66207
441382,77118,Claye-Souilly,1,1,1,6,3,1,0,0,1,100,48.930299,2.662115
441384,77053,Brie-Comte-Robert,1,1,1,5,3,1,0,0,2,100,48.699438,2.618953
441385,77432,Saint-Remy-la-Vanne,1,1,2,1,3,1,0,0,1,100,48.832,3.239
441386,77065,Cely,1,1,1,2,3,1,0,0,1,100,48.459,2.514
441387,77108,Chelles,5,1,1,6,3,1,0,0,1,100,48.88846,2.58347
441388,77070,Chailly-en-Brie,1,1,3,6,2,1,0,0,0,100,48.80251,3.12025
441389,77202,La Genevraye,3,1,1,7,3,1,0,0,0,100,48.318725,2.744112
441390,77531,Voulx,3,1,1,7,3,1,0,0,0,100,48.276,2.968
441391,77474,Trilbardou,3,1,1,6,3,1,0,0,0,100,48.955,2.789
441392,77149,Cucharmoy,3,1,8,7,3,1,0,0,0,100,48.594,3.178
441393,77370,Poligny,3,1,2,6,1,1,0,0,0,100,48.228,2.767
441394,77350,Ozoir-la-Ferriere,3,1,2,2,2,1,0,0,2,100,48.760637,2.664208
441396,77175,Evry-Gregy-sur-Yerre,3,1,8,6,3,1,0,0,1,100,48.625,2.642
441397,77387,Remauville,3,1,9,1,3,1,0,0,1,100,48.21,2.827
441398,77483,Varreddes,3,1,1,6,3,1,0,0,0,100,49.013,2.912
441399,77350,Ozoir-la-Ferriere,1,1,1,5,2,1,0,0,2,100,48.760637,2.664208
441400,77058,Bussy-Saint-Georges,3,1,1,6,3,1,0,0,1,100,48.84379,2.71833
441401,77501,Villecerf,3,1,1,6,3,1,0,0,1,100,48.325032,2.849176
441402,77458,Souppes-sur-Loing,1,1,2,7,3,1,0,0,0,100,48.168889,2.752139
441403,77420,Saint-Mard,3,1,1,7,2,1,0,0,0,100,49.0321,2.67459
441404,77186,Fontainebleau,1,1,3,6,3,1,0,0,2,100,48.409773,2.690459
441405,77400,Saint-Augustin,3,1,8,6,3,1,0,0,1,100,48.7661,3.01958
441406,77107,Chaumes-en-Brie,3,1,1,6,3,1,0,0,0,100,48.6787,2.85127
441408,77291,Le Mesnil-Amelot,1,1,9,5,2,1,0,0,2,100,49.018452,2.583933
441409,77438,Saint-Thibault-des-Vignes,3,1,8,6,1,1,0,0,1,100,48.87357,2.66993
441412,77152,Dammarie-les-Lys,1,6,1,6,3,1,0,0,0,100,48.52122,2.63367
441414,77495,Vert-Saint-Denis,1,2,1,1,3,1,0,0,1,100,48.574214,2.619074
441416,77306,Montereau-sur-le-Jard,1,1,1,6,1,1,0,0,0,100,48.5869,2.68651
441418,77327,Nangis,1,1,1,3,3,1,0,0,1,100,48.5563,2.9788
441419,77513,Villenoy,3,1,1,6,4,1,0,0,0,100,48.951673,2.847934
441420,77243,Lagny-sur-Marne,2,1,1,7,4,1,0,0,0,100,48.877743,2.688319
441421,77169,Emerainville,1,3,1,6,4,1,0,0,2,100,48.831055,2.598884
441422,77517,Villevaude,1,1,1,2,1,1,0,0,1,100,48.8989,2.65659
441423,77153,Dammartin-en-Goele,1,1,3,7,2,1,0,0,0,100,49.0527,2.69833
441424,77258,Lognes,1,2,7,6,3,1,0,0,1,100,48.83364,2.6346
441426,77301,Montceaux-les-Provins,3,1,8,1,2,1,0,0,1,100,48.699,3.44949
441428,77013,Aulnoy,1,1,1,7,3,1,0,0,0,100,48.8566,3.09066
441429,77053,Brie-Comte-Robert,1,1,1,3,2,1,0,0,1,100,48.6972,2.59425
441432,77186,Fontainebleau,1,1,1,6,3,1,0,0,0,100,48.4115,2.65909
441435,77205,Gesvres-le-Chapitre,3,1,1,3,3,1,0,0,1,100,49.0395,2.84808
441437,77412,Saint-Germain-sur-Ecole,3,1,2,7,1,1,0,0,1,100,48.4741,2.51678
441438,77246,Lechelle,1,1,1,7,3,1,0,0,1,100,48.5804,3.38606
441439,77486,Vaudoy-en-Brie,1,1,2,6,3,1,0,0,0,100,48.7209,3.10699
441441,77274,Marcilly,3,1,1,2,3,1,0,0,2,100,49.0382,2.8638
441442,77459,Sourdun,1,2,1,3,3,1,0,0,1,100,48.532736,3.346917
441443,77438,Saint-Thibault-des-Vignes,1,1,1,3,1,1,0,0,1,100,48.8607,2.66706
441444,77284,Meaux,1,1,1,1,4,1,0,0,1,100,48.969694,2.901647
441445,77468,Torcy,5,1,1,6,4,1,0,0,0,100,48.89127,2.36177
441448,77307,Montevrain,1,1,2,7,3,1,0,0,0,100,48.861604,2.746363
441449,77458,Souppes-sur-Loing,1,2,1,7,3,1,0,0,0,100,48.182441,2.704301
441450,77288,Melun,3,1,1,6,3,1,0,0,1,100,48.560441,2.645648
441451,77251,Lieusaint,1,1,8,6,1,1,0,0,0,100,48.6123,2.5694
441452,77449,Serris,5,1,1,7,3,1,0,0,0,100,48.855855,2.776527
441453,77506,Villemer,1,1,1,4,3,1,0,0,6,100,48.3156,2.8394
441454,77462,Thieux,1,1,1,6,2,1,0,0,0,100,49.019296,2.661734
441455,77108,Chelles,1,1,1,6,4,1,0,0,1,100,48.87236,2.57047
441456,77363,Le Pin,1,1,1,6,4,1,0,0,0,100,48.922135,2.67392
441457,77269,Maincy,3,1,1,6,3,1,0,0,0,100,48.56808,2.708937
441458,77363,Le Pin,1,1,2,2,1,1,0,0,3,100,48.91323,2.6351
441459,77311,Montigny-Lencoup,1,1,2,6,3,1,0,0,0,100,48.458,3.074
441461,77409,Saint-Germain-Laval,2,1,1,7,4,1,0,0,2,100,48.41436,2.98734
441462,77053,Brie-Comte-Robert,5,2,1,3,3,1,0,0,3,100,48.70161,2.59878
441463,77438,Saint-Thibault-des-Vignes,2,1,1,2,1,1,0,0,2,100,48.87357,2.66993
441464,77258,Lognes,3,1,1,6,1,1,0,0,5,100,48.831218,2.639515
441465,77175,Evry-Gregy-sur-Yerre,2,1,1,2,1,1,0,0,2,100,48.647079,2.622087
441466,77373,Pontault-Combault,1,1,1,7,2,1,0,0,0,100,48.78631,2.61795
441467,77288,Melun,1,1,7,6,3,1,0,0,2,100,48.549852,2.641586
441468,77108,Chelles,1,1,1,1,4,1,0,0,1,100,48.90512,2.59353
441469,77352,Ozouer-le-Voulgis,3,1,1,7,3,1,0,0,0,100,48.664,2.738
441470,77186,Fontainebleau,3,1,1,6,3,1,0,0,0,100,48.372862,2.749088
441471,77186,Fontainebleau,3,1,1,6,3,1,0,0,0,100,48.372862,2.749088
441472,77455,Soignolles-en-Brie,1,2,7,3,3,1,0,0,1,100,48.638,2.716
441473,77359,Perthes,1,1,3,7,1,1,0,0,0,100,48.483,2.516
441474,77464,Thorigny-sur-Marne,1,1,1,2,3,1,0,0,1,100,48.8973,2.71171
441475,77183,La Ferte-sous-Jouarre,1,1,1,6,3,1,0,0,1,100,48.946,3.13
441476,77243,Lagny-sur-Marne,1,2,1,7,4,1,0,0,1,100,48.87841,2.69691
441477,77464,Thorigny-sur-Marne,1,1,1,1,3,1,0,0,1,100,48.8973,2.71171
441478,77152,Dammarie-les-Lys,1,1,1,3,3,1,0,0,1,100,48.523209,2.638023
441479,77118,Claye-Souilly,1,1,1,4,2,1,0,0,4,100,48.94413,2.66491
441480,77122,Combs-la-Ville,1,1,1,2,2,1,0,0,1,100,48.646838,2.580376
441481,77431,Saint-Pierre-les-Nemours,1,1,1,3,3,1,0,0,1,100,48.251102,2.695385
441482,77339,Noisy-sur-Ecole,1,1,1,6,3,1,0,0,0,100,48.382,2.478
441483,77123,Compans,1,1,1,3,3,1,0,0,2,100,48.995544,2.648859
441484,77169,Emerainville,3,1,1,6,1,1,0,0,2,100,48.832979,2.59481
441485,77316,Moret-sur-Loing,1,1,1,6,3,1,0,0,0,100,48.31719,2.67361
441486,77186,Fontainebleau,2,1,1,2,3,1,0,0,1,100,48.390116,2.755053
441487,77169,Emerainville,1,1,1,6,3,1,0,0,1,100,48.82748,2.59984
441488,77182,La Ferte-Gaucher,3,1,1,2,3,1,0,0,1,100,48.287,3
441489,77133,Courcelles-en-Bassee,3,1,1,7,3,1,0,0,0,100,48.403923,3.039775
441490,77294,Mitry-Mory,5,6,1,3,3,1,0,0,1,100,48.967052,2.607387
441491,77162,Doue,3,1,4,1,3,1,0,0,1,100,48.879,3.194
441492,77407,Saint-Fargeau-Ponthierry,1,1,3,7,4,1,0,0,0,100,48.5422,2.52669
441493,77137,Courtacon,5,1,1,3,2,1,0,0,1,100,48.697,3.293
441494,77209,Gouvernes,3,1,1,6,3,1,0,0,0,100,48.855002,2.698517
441496,77142,Crecy-la-Chapelle,3,1,1,2,3,1,0,0,2,100,48.87,2.878
441497,77031,Bernay-Vilbert,3,1,2,2,2,1,0,0,1,100,48.696,2.918
441498,77133,Courcelles-en-Bassee,3,1,8,7,3,1,0,0,0,100,48.403923,3.039775
441499,77303,Montdauphin,3,1,4,6,3,1,0,0,0,100,48.407,3.675
441502,77010,Aubepierre-Ozouer-le-Repos,1,1,1,6,3,1,0,0,0,100,48.628,2.889
441503,77421,Saint-Mars-Vieux-Maisons,3,1,3,6,3,1,0,0,1,100,48.749,3.319
441504,77520,Villiers-sous-Grez,3,1,1,6,4,1,0,0,0,100,48.326,2.662
441508,77280,Mary-sur-Marne,1,1,1,1,4,1,0,0,1,100,49.01549,3.03181
441516,77089,La Chapelle-Rablais,1,2,1,1,3,1,0,0,1,100,48.502,2.954
441520,77139,Courtry,1,1,1,1,3,1,0,0,1,100,48.916922,2.597906
441521,77186,Fontainebleau,1,1,1,6,3,1,0,0,0,100,48.372862,2.749088
441522,77186,Fontainebleau,1,1,1,6,3,1,0,0,2,100,48.372862,2.749088
441523,77475,Trilport,5,1,1,6,3,1,0,0,0,100,48.98633,2.94329
441525,77284,Meaux,1,1,1,6,6,1,0,0,1,100,48.9487,2.90538
441526,77407,Saint-Fargeau-Ponthierry,1,1,8,6,4,1,0,0,1,100,48.53086,2.5419
441527,77294,Mitry-Mory,1,1,1,6,4,1,0,0,0,100,48.96593,2.58907
441528,77445,Savigny-le-Temple,1,1,1,6,4,1,0,0,0,100,48.60288,2.55464
441529,77122,Combs-la-Ville,5,1,1,6,3,1,0,0,0,100,48.65734,2.55866
441530,77251,Lieusaint,1,9,5,6,4,1,0,0,0,100,48.63491,2.54287
441531,77210,La Grande-Paroisse,5,1,1,6,4,1,0,0,0,100,48.38672,2.89514
441532,77409,Saint-Germain-Laval,1,1,1,6,3,1,0,0,0,100,48.398487,2.998245
441533,77279,Marolles-sur-Seine,1,1,2,6,3,1,0,0,0,100,48.38648,3.03437
441534,77373,Pontault-Combault,1,1,1,6,6,1,0,0,6,100,48.80601,2.61757
441535,77141,Coutevroult,1,1,1,6,1,1,0,0,0,100,48.85304,2.83765
441536,77363,Le Pin,1,1,1,2,1,1,0,0,1,100,48.91323,2.6351
441537,77175,Evry-Gregy-sur-Yerre,1,1,1,2,1,1,0,0,1,100,48.649753,2.620153
441538,77438,Saint-Thibault-des-Vignes,1,1,1,4,1,1,0,0,2,100,48.87357,2.66993
441539,77181,Ferrieres-en-Brie,1,1,1,2,1,1,0,0,1,100,48.829897,2.705183
441540,78561,Saint-Lambert,4,1,1,1,3,1,0,0,1,100,48.741,2.015
441541,78238,Flins-sur-Seine,5,1,2,6,5,1,0,0,1,100,48.97656,1.86159
441542,78238,Flins-sur-Seine,5,1,1,6,1,1,0,0,2,100,48.97013,1.87143
441545,78172,Conflans-Sainte-Honorine,1,2,1,1,4,1,0,0,1,100,49.00041,2.09096
441546,78423,Montigny-le-Bretonneux,1,1,1,1,4,1,0,0,1,100,48.765914,2.025544
441547,78092,Bougival,2,1,1,1,2,1,0,0,1,100,48.87164,2.12386
441548,78168,Coignieres,1,1,8,3,4,1,0,0,1,100,48.74819,1.92566
441549,78124,Carrieres-sur-Seine,5,1,1,6,4,1,0,0,0,100,48.91723,2.18759
441550,78490,Plaisir,1,1,7,2,2,1,0,0,1,100,48.800994,1.952425
441552,78143,Chateaufort,1,1,1,1,3,1,0,0,1,100,48.73,2.094
441553,78217,Epone,3,1,1,6,4,1,0,0,1,100,48.96288,1.83279
441554,78498,Poissy,1,1,1,6,3,1,0,0,1,100,48.94099,2.01954
441555,78402,Mezieres-sur-Seine,1,1,1,6,1,1,0,0,2,100,48.96545,1.80697
441556,78350,Louveciennes,1,6,1,6,2,1,0,0,1,100,48.86262,2.11096
441557,78517,Rambouillet,1,1,1,7,3,1,0,0,0,100,48.666472,1.80352
441562,78402,Mezieres-sur-Seine,3,1,1,1,3,1,0,0,1,100,48.961585,1.786164
441563,78498,Poissy,1,1,1,6,4,1,0,0,0,100,48.9105,2.00505
441565,78168,Coignieres,1,5,1,3,2,1,0,0,1,100,48.747704,1.92343
441566,78146,Chatou,5,5,1,3,3,1,0,0,1,100,48.90062,2.16388
441567,78650,Le Vesinet,2,2,1,3,3,1,0,0,1,100,48.89647,2.12169
441570,78646,Versailles,1,3,1,6,4,1,0,0,0,100,48.80853,2.12491
441571,78146,Chatou,2,1,2,7,4,1,0,0,1,100,48.90291,2.15627
441572,78640,Velizy-Villacoublay,1,1,8,6,4,1,0,0,1,100,48.7867,2.18443
441573,78321,Jouars-Pontchartrain,1,1,2,4,3,1,0,0,2,100,48.776,1.898
441574,78311,Houilles,1,1,1,7,4,1,0,0,0,100,48.92863,2.17046
441575,78586,Sartrouville,1,1,1,6,4,1,0,0,1,100,48.944288,2.177704
441576,78168,Coignieres,5,1,1,4,2,1,0,0,3,100,48.747704,1.92343
441577,78621,Trappes,5,1,1,2,4,1,0,0,1,100,48.76433,2.00081
441579,78321,Jouars-Pontchartrain,2,1,5,6,3,1,0,0,0,100,48.801,1.9
441582,78172,Conflans-Sainte-Honorine,2,1,1,7,2,1,0,0,0,100,49.000826,2.080917
441583,78297,Guyancourt,1,1,1,6,4,1,0,0,1,100,48.76862,2.0607
441584,78490,Plaisir,1,6,1,7,4,1,0,0,0,100,48.82701,1.95069
441585,78498,Poissy,1,1,1,3,3,1,0,0,1,100,48.912167,2.020685
441586,78466,Orgeval,1,9,1,1,3,1,0,0,1,100,48.922,1.958
441587,78440,Les Mureaux,1,1,1,1,3,1,0,0,1,100,48.99904,1.91724
441588,78418,Montesson,3,1,2,6,4,1,0,0,0,100,48.917003,2.140262
441589,78190,Croissy-sur-Seine,5,1,3,6,4,1,0,0,0,100,48.87388,2.1355
441590,78646,Versailles,5,1,1,6,4,1,0,0,0,100,48.80715,2.12404
441593,78172,Conflans-Sainte-Honorine,5,1,1,7,4,1,0,0,0,100,48.99738,2.09383
441594,78401,Meulan-en-Yvelines,1,1,1,7,3,1,0,0,1,100,49.00485,1.91002
441595,78517,Rambouillet,1,1,3,7,3,1,0,0,0,100,48.666472,1.80352
441596,78490,Plaisir,1,1,1,7,2,1,0,0,0,100,48.800994,1.952425
441597,78314,Issou,5,2,1,7,2,1,0,0,0,100,48.988131,1.788508
441598,78269,Gazeran,3,1,1,7,4,1,0,0,0,100,48.62854,1.78265
441600,78297,Guyancourt,1,1,1,7,3,1,0,0,0,100,48.77279,2.04965
441601,78092,Bougival,1,1,1,7,3,1,0,0,0,100,48.866973,2.147377
441602,78490,Plaisir,3,1,1,7,2,1,0,0,2,100,48.819402,1.958545
441603,78551,Saint-Germain-en-Laye,5,1,1,5,3,1,0,0,3,100,48.939581,2.096042
441604,78126,La Celle-Saint-Cloud,1,1,1,2,3,1,0,0,1,100,48.85974,2.1503
441605,78297,Guyancourt,1,6,1,3,4,1,0,0,1,100,48.77279,2.04965
441606,78640,Velizy-Villacoublay,5,1,1,6,3,1,0,0,0,100,48.78124,2.18248
441607,78113,Brueil-en-Vexin,1,1,1,1,3,1,0,0,1,100,49.017,1.819
441609,78321,Jouars-Pontchartrain,1,1,2,6,3,1,0,0,0,100,48.793,1.899
441612,78043,Bailly,1,1,1,6,1,1,0,0,1,100,48.833127,2.085181
441613,78423,Montigny-le-Bretonneux,5,1,1,7,4,1,0,0,1,100,48.77215,2.01256
441614,78423,Montigny-le-Bretonneux,1,2,1,1,4,1,0,0,1,100,48.77541,2.02292
441615,78640,Velizy-Villacoublay,1,1,9,6,3,1,0,0,1,100,48.78772,2.17917
441616,78220,Les Essarts-le-Roi,1,1,1,3,3,1,0,0,3,100,48.730972,1.886517
441617,78220,Les Essarts-le-Roi,5,1,2,7,4,1,0,0,1,100,48.71685,1.89313
441618,78646,Versailles,5,1,9,1,4,1,0,0,1,100,48.79087,2.14716
441619,78010,Les Alluets-le-Roi,2,1,1,7,3,1,0,0,0,100,48.919,1.903
441620,78208,Elancourt,1,1,9,5,2,1,0,0,6,100,48.762518,1.965177
441621,78586,Sartrouville,1,1,1,6,4,1,0,0,1,100,48.93906,2.17114
441622,78646,Versailles,1,1,1,6,4,1,0,0,1,100,48.816419,2.136499
441623,78650,Le Vesinet,5,1,1,6,3,1,0,0,0,100,48.89647,2.12169
441624,78545,Saint-Cyr-l'Ecole,5,1,1,7,4,1,0,0,0,100,48.79988,2.07124
441625,78146,Chatou,5,1,3,6,3,1,0,0,0,100,48.90325,2.13948
441626,78322,Jouy-en-Josas,1,1,1,1,4,1,0,0,1,100,48.77062,2.17346
441630,78551,Saint-Germain-en-Laye,1,1,1,1,2,1,0,0,1,100,48.942463,2.095256
441631,78126,La Celle-Saint-Cloud,4,1,1,7,3,1,0,0,0,100,48.83523,2.13051
441632,78551,Saint-Germain-en-Laye,1,1,1,3,2,1,0,0,2,100,48.942463,2.095256
441633,78551,Saint-Germain-en-Laye,1,1,1,3,3,1,0,0,6,100,48.896141,2.091951
441635,78548,Saint-Forget,1,1,1,1,3,1,0,0,2,100,48.715,1.991
441636,78321,Jouars-Pontchartrain,3,1,1,6,3,1,0,0,2,100,48.798,1.899
441637,78242,Fontenay-le-Fleury,5,2,1,7,3,1,0,0,0,100,48.81316,2.04027
441638,78640,Velizy-Villacoublay,1,1,1,3,1,1,0,0,1,100,48.779413,2.193789
441639,78362,Mantes-la-Ville,5,2,2,5,4,1,0,0,2,100,48.98042,1.71492
441640,78498,Poissy,5,1,1,6,3,1,0,0,1,100,48.92609,2.05156
441641,78146,Chatou,1,1,1,6,4,1,0,0,1,100,48.88539,2.15604
441642,78551,Saint-Germain-en-Laye,5,3,1,6,4,1,0,0,0,100,48.89352,2.09205
